index,modelId,layer,description,explanationModelName,typeName,bio_related
264,gemma-2-9b,1-gemmascope-res-16k, instances of mathematical operations and functions,,oai_token-act-pair,
265,gemma-2-9b,1-gemmascope-res-16k,references to various units of measurement or quantities,,oai_token-act-pair,
266,gemma-2-9b,1-gemmascope-res-16k, structured data or object definitions in code,,oai_token-act-pair,
267,gemma-2-9b,1-gemmascope-res-16k,"terms related to dealers, specifically in contexts involving transactions or exchanges",,oai_token-act-pair,
268,gemma-2-9b,1-gemmascope-res-16k,words that signify triumph or success,,oai_token-act-pair,
269,gemma-2-9b,1-gemmascope-res-16k,words related to speed or quickness,,oai_token-act-pair,
270,gemma-2-9b,1-gemmascope-res-16k, terms related to medical or laboratory standards and measurements,,oai_token-act-pair,
271,gemma-2-9b,1-gemmascope-res-16k,terms related to measurement and thickness,,oai_token-act-pair,
272,gemma-2-9b,1-gemmascope-res-16k," occurrences of the word ""few"" in various contexts",,oai_token-act-pair,
273,gemma-2-9b,1-gemmascope-res-16k,past participles indicating actions or events,,oai_token-act-pair,
274,gemma-2-9b,1-gemmascope-res-16k,subordinating conjunctions and related connectors in sentences,,oai_token-act-pair,
275,gemma-2-9b,1-gemmascope-res-16k," instances of the word ""sing"" in various contexts",,oai_token-act-pair,
276,gemma-2-9b,1-gemmascope-res-16k,special characters or whitespace that may indicate formatting or separation in the text,,oai_token-act-pair,
277,gemma-2-9b,1-gemmascope-res-16k,reported speech or quotations,,oai_token-act-pair,
278,gemma-2-9b,1-gemmascope-res-16k," occurrences of the word ""register"" and its variations in different contexts",,oai_token-act-pair,
279,gemma-2-9b,1-gemmascope-res-16k, mentions of committees and discussions related to their activities,,oai_token-act-pair,
280,gemma-2-9b,1-gemmascope-res-16k,terms related to rain and precipitation,,oai_token-act-pair,
281,gemma-2-9b,1-gemmascope-res-16k,words related to time and frequency indicators,,oai_token-act-pair,
282,gemma-2-9b,1-gemmascope-res-16k, terms related to political positions and roles,,oai_token-act-pair,
283,gemma-2-9b,1-gemmascope-res-16k,terms related to precision and accuracy,,oai_token-act-pair,
284,gemma-2-9b,1-gemmascope-res-16k," terms related to medical conditions and bodily functions, particularly those involving blood and pulses",,oai_token-act-pair,
285,gemma-2-9b,1-gemmascope-res-16k, references to biblical verses and associated teachings,,oai_token-act-pair,
286,gemma-2-9b,1-gemmascope-res-16k,references to specific chemical compounds and biological processes,,oai_token-act-pair,
287,gemma-2-9b,1-gemmascope-res-16k,references to packaging,,oai_token-act-pair,
288,gemma-2-9b,1-gemmascope-res-16k,terms related to client functionality in a software or programming context,,oai_token-act-pair,
289,gemma-2-9b,1-gemmascope-res-16k,terms related to identification and minimality assumptions in statistical modeling,,oai_token-act-pair,
290,gemma-2-9b,1-gemmascope-res-16k,"references to ""Western"" in various contexts",,oai_token-act-pair,
291,gemma-2-9b,1-gemmascope-res-16k,"references to the concept of ""turning"" or directional changes",,oai_token-act-pair,
292,gemma-2-9b,1-gemmascope-res-16k,comments and documentation in code,,oai_token-act-pair,
293,gemma-2-9b,1-gemmascope-res-16k,phrases indicating past events or actions,,oai_token-act-pair,
294,gemma-2-9b,1-gemmascope-res-16k, references to initiating actions or events,,oai_token-act-pair,
295,gemma-2-9b,1-gemmascope-res-16k, references to essays and the concept of admission,,oai_token-act-pair,
296,gemma-2-9b,1-gemmascope-res-16k,"terms associated with hierarchical or governance structures, particularly in royal contexts",,oai_token-act-pair,
297,gemma-2-9b,1-gemmascope-res-16k,references to foundational or original concepts or methods in the context of algorithms or computing,,oai_token-act-pair,
298,gemma-2-9b,1-gemmascope-res-16k, various closing brackets and delimiters in code syntax,,oai_token-act-pair,
299,gemma-2-9b,1-gemmascope-res-16k, keywords related to sentencing and imprisonment within legal contexts,,oai_token-act-pair,
300,gemma-2-9b,1-gemmascope-res-16k,significant occurrences of flags or indicators in a programming context,,oai_token-act-pair,
301,gemma-2-9b,1-gemmascope-res-16k,terms related to medical conditions and their treatments,,oai_token-act-pair,
302,gemma-2-9b,1-gemmascope-res-16k, words related to written communication and grammatical structure,,oai_token-act-pair,
303,gemma-2-9b,1-gemmascope-res-16k,"references to ""binary"" in various contexts",,oai_token-act-pair,
304,gemma-2-9b,1-gemmascope-res-16k," occurrences of the word ""lists""",,oai_token-act-pair,
305,gemma-2-9b,1-gemmascope-res-16k,references to hunting and related themes,,oai_token-act-pair,
306,gemma-2-9b,1-gemmascope-res-16k,references to specific authors or contributors in academic contexts,,oai_token-act-pair,
307,gemma-2-9b,1-gemmascope-res-16k,terms and phrases associated with wealth and affluence,,oai_token-act-pair,
308,gemma-2-9b,1-gemmascope-res-16k,"references to the term ""Grand"" in various contexts",,oai_token-act-pair,
309,gemma-2-9b,1-gemmascope-res-16k,topics related to political constituents and their needs,,oai_token-act-pair,
310,gemma-2-9b,1-gemmascope-res-16k,terms related to transformation and change,,oai_token-act-pair,
311,gemma-2-9b,1-gemmascope-res-16k,references to remote control systems and devices,,oai_token-act-pair,
312,gemma-2-9b,1-gemmascope-res-16k,references to various sports leagues,,oai_token-act-pair,
313,gemma-2-9b,1-gemmascope-res-16k,"terms related to integration in various contexts, especially in technology and healthcare",,oai_token-act-pair,
314,gemma-2-9b,1-gemmascope-res-16k, terms related to submission processes and documentation,,oai_token-act-pair,
315,gemma-2-9b,1-gemmascope-res-16k," phrases about presence, inclusion, or specification of particular content or elements",,oai_token-act-pair,
316,gemma-2-9b,1-gemmascope-res-16k,terms and phrases related to sleep,,oai_token-act-pair,
317,gemma-2-9b,1-gemmascope-res-16k," occurrences of the word ""about.""",,oai_token-act-pair,
318,gemma-2-9b,1-gemmascope-res-16k,references to molds in manufacturing processes,,oai_token-act-pair,
319,gemma-2-9b,1-gemmascope-res-16k,"references to ""patch"" in various contexts",gpt-4o-mini,oai_token-act-pair,
320,gemma-2-9b,1-gemmascope-res-16k, technical specifications or values related to color representation in coding contexts,gpt-4o-mini,oai_token-act-pair,
321,gemma-2-9b,1-gemmascope-res-16k," instances of the word ""start"" and its variations related to process initiation or restarting",,oai_token-act-pair,
322,gemma-2-9b,1-gemmascope-res-16k,references to Islam and Muslim identity,gpt-4o-mini,oai_token-act-pair,
323,gemma-2-9b,1-gemmascope-res-16k, references to outlines and economic topics,gpt-4o-mini,oai_token-act-pair,
324,gemma-2-9b,1-gemmascope-res-16k,keywords and phrases related to themes in various contexts,,oai_token-act-pair,
325,gemma-2-9b,1-gemmascope-res-16k,"references to ""pipe"" or related terminology in various contexts",,oai_token-act-pair,
326,gemma-2-9b,1-gemmascope-res-16k,references to antibodies and their therapeutic applications,,oai_token-act-pair,
327,gemma-2-9b,1-gemmascope-res-16k," instances of the word ""obtain"" and its variations",,oai_token-act-pair,
328,gemma-2-9b,1-gemmascope-res-16k,quotation marks and associated content or error messages,,oai_token-act-pair,
329,gemma-2-9b,1-gemmascope-res-16k,"important issues and themes in discussions, especially those that relate to legal or significant matters",,oai_token-act-pair,
330,gemma-2-9b,1-gemmascope-res-16k,references to cotton and its various forms or applications,,oai_token-act-pair,
331,gemma-2-9b,1-gemmascope-res-16k," various forms of the word ""move"" in different contexts",,oai_token-act-pair,
332,gemma-2-9b,1-gemmascope-res-16k,"references to a specific individual or entity, indicated by the name ""Walker.""",,oai_token-act-pair,
333,gemma-2-9b,1-gemmascope-res-16k,references to self-identity and personal experiences,,oai_token-act-pair,
334,gemma-2-9b,1-gemmascope-res-16k, phrases indicating dates and document filings,,oai_token-act-pair,
335,gemma-2-9b,1-gemmascope-res-16k," mathematical symbols and equations, particularly limits and equalities",,oai_token-act-pair,
336,gemma-2-9b,1-gemmascope-res-16k," words or phrases related to ""honor"" or ""veneration.""",,oai_token-act-pair,
337,gemma-2-9b,1-gemmascope-res-16k,references to traditional methods or systems,,oai_token-act-pair,
338,gemma-2-9b,1-gemmascope-res-16k,references to prayer and speed,,oai_token-act-pair,
339,gemma-2-9b,1-gemmascope-res-16k,references to legal violations and charges,,oai_token-act-pair,
340,gemma-2-9b,1-gemmascope-res-16k,references to pipes and their related processes or functions,,oai_token-act-pair,
341,gemma-2-9b,1-gemmascope-res-16k, complex grammatical structures and linguistic elements,,oai_token-act-pair,False
342,gemma-2-9b,1-gemmascope-res-16k,"instances of the word ""founded"" and its variations, indicating a focus on origins or establishments of institutions or organizations",,oai_token-act-pair,
343,gemma-2-9b,1-gemmascope-res-16k," key terms related to documentation, claims, and needs",,oai_token-act-pair,
344,gemma-2-9b,1-gemmascope-res-16k, HTML and XML tags and their associated attributes,,oai_token-act-pair,
345,gemma-2-9b,1-gemmascope-res-16k,conditional statements in code,,oai_token-act-pair,
346,gemma-2-9b,1-gemmascope-res-16k,references to specific individuals named Bob,,oai_token-act-pair,
347,gemma-2-9b,1-gemmascope-res-16k," references to Indian topics, particularly in the context of beta treatments or substances",,oai_token-act-pair,
348,gemma-2-9b,1-gemmascope-res-16k,terms related to spheres in various contexts,,oai_token-act-pair,
349,gemma-2-9b,1-gemmascope-res-16k, mentions of tournaments and related competitive events,,oai_token-act-pair,
350,gemma-2-9b,1-gemmascope-res-16k,references to biological tissue,,oai_token-act-pair,
351,gemma-2-9b,1-gemmascope-res-16k,terms related to engagement and involvement,,oai_token-act-pair,
352,gemma-2-9b,1-gemmascope-res-16k,references to volumes in published works or documents,,oai_token-act-pair,
353,gemma-2-9b,1-gemmascope-res-16k,terms related to management and overseeing tasks,,oai_token-act-pair,
354,gemma-2-9b,1-gemmascope-res-16k,conjunctions and logical operators within statements,,oai_token-act-pair,
355,gemma-2-9b,1-gemmascope-res-16k,"the presence and repetition of ""while"" loops in programming code",,oai_token-act-pair,
356,gemma-2-9b,1-gemmascope-res-16k,error indicators in a programming context,,oai_token-act-pair,
357,gemma-2-9b,1-gemmascope-res-16k, references to enabling and disabling features or settings,,oai_token-act-pair,
358,gemma-2-9b,1-gemmascope-res-16k,phrases indicating explanations or justifications,,oai_token-act-pair,
359,gemma-2-9b,1-gemmascope-res-16k,negation words and phrases,,oai_token-act-pair,
360,gemma-2-9b,1-gemmascope-res-16k, sequences of underscores followed by numerical values,,oai_token-act-pair,
361,gemma-2-9b,1-gemmascope-res-16k,references to archiving processes or archival materials,,oai_token-act-pair,
362,gemma-2-9b,1-gemmascope-res-16k,references to email and related actions or terms,,oai_token-act-pair,
363,gemma-2-9b,1-gemmascope-res-16k,chemical symbols and their associated values,,oai_token-act-pair,
364,gemma-2-9b,1-gemmascope-res-16k,references to smoking and tobacco use,,oai_token-act-pair,
365,gemma-2-9b,1-gemmascope-res-16k,"instances of the word ""una""",,oai_token-act-pair,
366,gemma-2-9b,1-gemmascope-res-16k,terms related to recursiveness and associated concepts,,oai_token-act-pair,
367,gemma-2-9b,1-gemmascope-res-16k,"the repetition of the term ""over""",,oai_token-act-pair,
368,gemma-2-9b,1-gemmascope-res-16k,negative emotions related to hostility and aggression,,oai_token-act-pair,
369,gemma-2-9b,1-gemmascope-res-16k, words related to compilation and programming contexts,,oai_token-act-pair,
370,gemma-2-9b,1-gemmascope-res-16k," words associated with names, specifically names that begin with ""Dra"" and related actions or descriptions",,oai_token-act-pair,
371,gemma-2-9b,1-gemmascope-res-16k, terms related to ecological and environmental contexts,,oai_token-act-pair,
372,gemma-2-9b,1-gemmascope-res-16k,technical terms and acronyms related to scientific and technical subjects,,oai_token-act-pair,
373,gemma-2-9b,1-gemmascope-res-16k," instances of the word ""career"" and definitions related to it",,oai_token-act-pair,
374,gemma-2-9b,1-gemmascope-res-16k,mathematical dimensions and related terminology,,oai_token-act-pair,
375,gemma-2-9b,1-gemmascope-res-16k,references to fathers and paternal relationships,,oai_token-act-pair,
376,gemma-2-9b,1-gemmascope-res-16k,"references to the name ""Christopher"" or its variations",,oai_token-act-pair,
377,gemma-2-9b,1-gemmascope-res-16k,words that signify durability and actions related to grabbing,,oai_token-act-pair,
378,gemma-2-9b,1-gemmascope-res-16k,references to web browsers and related terms,,oai_token-act-pair,
379,gemma-2-9b,1-gemmascope-res-16k," references to coding or programming syntax, particularly those relevant to defining entry points in scripts and calling functions with parameters",,oai_token-act-pair,
380,gemma-2-9b,1-gemmascope-res-16k,"the term ""original"" in various contexts",,oai_token-act-pair,
381,gemma-2-9b,1-gemmascope-res-16k, mentions of programming constructs and data types,,oai_token-act-pair,
382,gemma-2-9b,1-gemmascope-res-16k,references to birds and associated terms,,oai_token-act-pair,
383,gemma-2-9b,1-gemmascope-res-16k, mathematical symbols and notations related to equations,,oai_token-act-pair,
384,gemma-2-9b,1-gemmascope-res-16k,references to the Pacific region and related entities,,oai_token-act-pair,
385,gemma-2-9b,1-gemmascope-res-16k,terms related to genetic mutations and their implications in diseases,,oai_token-act-pair,
386,gemma-2-9b,1-gemmascope-res-16k," instances of the word ""contrast"" and associated comparisons",,oai_token-act-pair,
387,gemma-2-9b,1-gemmascope-res-16k,words related to stability and stability metrics,,oai_token-act-pair,
